timestamp,latitude,longitude,agency,complaint_type,descriptor,location_type,borough
1732471481,40.857025,-74.248321,DSNY,Flooring/Stairs,Roadway,Public/Unfenced Area,QUEENS
1680873763,40.546957,-74.008085,OOS,Curb Condition,Heating Problem,UNKNOWN,STATEN ISLAND
1714911020,40.632803,-73.927841,DOB,Electrical,Dog Waste,Residential Building,MANHATTAN
1728274555,40.830775,-73.851662,DCWP,Plumbing,Failure To Retain Water/Improper Drainage- (Ll103/89),Building (Non-Residential),QUEENS
1735194195,40.559336,-73.867236,NYPD,Traffic,Multiple Street Lights Out,Restaurant/Bar/Deli/Bakery,BROOKLYN
1690399933,40.504551,-73.916229,DHS,Non-Residential Heat,Traffic Signal Light,Sidewalk,BRONX
1678144088,40.873971,-74.114374,TLC,Boilers,Loud Talking,Public/Unfenced Area,QUEENS
1702669084,40.525984,-73.877696,HPD,Bike/Roller/Skate,Power Outage,Restaurant/Bar/Deli/Bakery,BRONX
1703739198,40.546704,-74.10273,DOHMH,Street Condition,St Name - Attached To Pole,Street/Sidewalk,STATEN ISLAND
1683199212,40.800898,-74.22521,OOS,Bike/Roller/Skate Chronic,Radiator,Taxi,STATEN ISLAND
1735211113,40.780699,-74.237707,DHS,Bike/Roller/Skate Chronic,Equipment,Building (Non-Residential),STATEN ISLAND
1711648329,40.772096,-74.232204,DCWP,Dead/Dying Tree,Hydrant Defective (Wc2),Private School,BRONX
1730802646,40.88786,-74.200565,DOB,Food Establishment,Building Permit - None,School,Unspecified
1689780266,40.882741,-74.096646,TLC,Heat/Hot Water,License Plate Obscured,Mixed Use,MANHATTAN
1678313251,40.838759,-74.14919,DOB,Dirty Condition,Janitor/Super,Park/Playground,STATEN ISLAND
1677581980,40.674313,-73.706784,DOE,Street Sign - Missing,Stop,Apartment,MANHATTAN
1716564570,40.672479,-74.143638,NYPD,Derelict Vehicles,Manhole Cover Missing (Emergency) (Sa3),Common Area,BROOKLYN
1706944576,40.673069,-74.080748,DOT,Graffiti,"Air: Odor/Fumes, Vehicle Idling (Ad3)",3+ Family Mixed Use Building,QUEENS
1735446553,40.623715,-74.135164,DHS,Unsanitary Condition,Hydrant Running (Wc3),1-2 Family Dwelling,BRONX
1710576984,40.536805,-74.048759,DOT,Elevator,Overnight Commercial Storage,3+ Family Apartment Building,QUEENS
1716256130,40.682768,-74.015148,OOS,Residential Disposal Complaint,Tree Trunk Split,School,QUEENS
1706591822,40.762527,-73.797758,DOB,Elevator,Blocked Hydrant,Mixed Use,MANHATTAN
1682595657,40.615095,-73.779037,DSNY,Litter Basket Complaint,Food Worker Activity,Subway,BRONX
1718523937,40.844621,-74.13116,DCWP,Outdoor Dining,"Air: Odor/Fumes, Restaurant (Ad2)",House And Store,BROOKLYN
1696115225,40.808646,-74.208257,DSNY,Encampment,Bare Hands In Contact W/ Food,Private School,BROOKLYN
1712718792,40.564435,-73.858883,NYC311-PRD,Street Sign - Damaged,No Lighting,Park/Playground,BRONX
1724871355,40.879779,-74.17037,DPR,Bike/Roller/Skate Chronic,Bell/Buzzer/Intercom,3+ Family Apt. Building,MANHATTAN
1714038064,40.775305,-74.192961,DHS,Lead,Wiring,House Of Worship,BROOKLYN
1707207360,40.611418,-73.990373,DCWP,Street Sign - Damaged,St Name - Attached To Pole,Street/Curbside,BRONX
1711194475,40.836352,-73.894089,DOHMH,Asbestos,Squirrel,Building (Non-Residential),QUEENS
1730183896,40.588734,-73.938398,NYPD,Consumer Complaint,Tortured,Hallway,QUEENS
1681077116,40.633489,-73.701792,DHS,Non-Emergency Police Matter,"Noise: Boat(Engine,Music,Etc) (Nr10)",Park/Playground,QUEENS
1722665296,40.829849,-74.188882,NYPD,Panhandling,Damp Spot,Lobby,STATEN ISLAND
1722428719,40.545419,-73.969025,NYPD,Traffic,Double Parked Blocking Vehicle,1-2 Family Dwelling,BRONX
1701245534,40.572739,-74.118557,DSNY,Building/Use,Public Complaint - Comm Location,Curb,Unspecified
1714330931,40.571384,-74.04977,DOT,Noise,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,Apartment,QUEENS
1702757921,40.667992,-73.874908,HPD,Litter Basket Complaint,Advertising Sign/Billboard/Posters/Flexible Fabric - Illegal,Sidewalk,STATEN ISLAND
1726889711,40.53586,-73.990208,HPD,Consumer Complaint,Engine Idling,Gutter,Unspecified
1694444872,40.7373,-74.113102,DOB,Illegal Dumping,Door Frame,Apartment,MANHATTAN
1689140996,40.647934,-74.157837,OOS,Noise - Vehicle,Overflowing Dumpster,Business,Unspecified
1693426546,40.912276,-73.866069,NYC311-PRD,Air Quality,Work Without A Permit - Occupied Multiple Dwelling,House Of Worship,Unspecified
1734930936,40.918878,-73.869369,HPD,Electrical,Car Wash,House Of Worship,QUEENS
1717185150,40.7085,-73.834176,DOT,Non-Emergency Police Matter,Curb Cut/Driveway/Carport - Illegal,Street,Unspecified
1713478351,40.726069,-74.207364,NYC311-PRD,Bus Stop Shelter Placement,Graffiti Or Vandalism,Lobby,QUEENS
1709284600,40.56764,-73.745427,DOT,Dead/Dying Tree,Low Water Pressure - Wlwp,Business,STATEN ISLAND
1705312267,40.501642,-73.962248,TLC,Root/Sewer/Sidewalk Condition,Garbage/Recycling Storage,Yard,Unspecified
1702024014,40.868823,-74.172169,NYPD,Curb Condition,Driver Complaint - Passenger,Business,BROOKLYN
1689474098,40.566661,-74.011962,DPR,Non-Residential Heat,Veh Signal Visor,Curb,QUEENS
1706938809,40.81337,-74.162791,DOE,Broken Parking Meter,Heating Problem,OTHER,BROOKLYN
1735219769,40.71902,-73.983173,TLC,Noise - Vehicle,Garage Or Parking Lot,School,MANHATTAN
1713554413,40.503119,-74.10801,DOE,Snow Or Ice,Building Permit - None,Residential Building/House,QUEENS
1693499645,40.590229,-74.102131,DCWP,Heat/Hot Water,Overflowing,Subway,MANHATTAN
1717359705,40.807494,-74.037309,DOHMH,Dead Animal,Weeds Or Grass,Park,BROOKLYN
1684400186,40.743191,-73.902368,DOE,Food Poisoning,Food Spoiled,Street,BROOKLYN
1691189200,40.805285,-74.184714,HPD,Illegal Fireworks,Hydrant Running Full (Wa4),1-2 Family Dwelling,STATEN ISLAND
1716310352,40.792894,-74.002738,DOHMH,Urinating In Public,Food Contaminated,Sidewalk,BROOKLYN
1720666174,40.728372,-74.183512,DOHMH,School Maintenance,Opossum,3+ Family Apartment Building,QUEENS
1700970973,40.57473,-73.814563,DCWP,Broken Parking Meter,Unsafe Driving,Residential Building,BROOKLYN
1685111953,40.511037,-74.142646,TLC,Lost Property,OTHER,Bus Stop Shelter,MANHATTAN
1713662187,40.863673,-73.948631,DPR,Damaged Tree,Garbage Or Litter,Store/Commercial,MANHATTAN
1711772023,40.905973,-74.013692,DOHMH,Day Care,Rain Garden Debris (Girgd),Hallway,BRONX
1694206685,40.81562,-73.94775,NYPD,Asbestos,Sewage Odor,3+ Family Mixed Use Building,STATEN ISLAND
1684333234,40.508959,-73.989338,DSNY,Wood Pile Remaining,Abandoned Bike,Taxi,STATEN ISLAND
1707071280,40.877005,-74.155924,DCWP,Outside Building,Chemical Spill/Release (Ha1),Park,BROOKLYN
1714567086,40.548308,-73.894292,OOS,Overgrown Tree/Branches,Food Worker Activity,Club/Bar/Restaurant,BROOKLYN
1715177643,40.645112,-74.107426,HPD,Bike/Roller/Skate Chronic,Double Parked Blocking Vehicle,3+ Family Mixed Use Building,Unspecified
1683073000,40.705756,-73.821799,DHS,Overgrown Tree/Branches,Signage Missing,1-2 Family Dwelling,BROOKLYN
1693698397,40.536504,-74.241498,NYC311-PRD,Damaged Tree,Damp Spot,School,STATEN ISLAND
1710226226,40.888287,-74.175094,DOHMH,Water Leak,Paper License Plates,Street/Sidewalk,STATEN ISLAND
1728132027,40.715254,-73.961013,DOHMH,Unleashed Dog,Stairs,House And Store,BROOKLYN
1683879727,40.681108,-74.231329,DHS,Water Leak,Day Care Facility,Mixed Use,BRONX
1709522816,40.501865,-73.893161,DPR,Root/Sewer/Sidewalk Condition,Asbestos Complaint (B1),1-2 Family Dwelling,BROOKLYN
1704839982,40.824322,-74.192737,DEP,Unleashed Dog,Lamppost Damaged,3+ Family Mixed Use Building,QUEENS
1708928494,40.63766,-74.088473,DCWP,Noise - Commercial,Power Outage,Street/Curbside,STATEN ISLAND
1697324345,40.845172,-74.161092,NYC311-PRD,Asbestos,Roadway,Mobile Food Vendor,BRONX
1696583830,40.535391,-74.147267,NYC311-PRD,Noise - House Of Worship,"Noise, Barking Dog (Nr5)",Private School,BRONX
1673994451,40.904763,-73.929141,NYPD,Maintenance Or Facility,Unauthorized Bus Layover,Lobby,STATEN ISLAND
1691383906,40.885697,-74.19346,DPR,Building/Use,Loud Television,Subway,BRONX
1688300323,40.670417,-73.791947,DSNY,Street Light Condition,Plate Condition - Noisy,Hallway,QUEENS
1680993636,40.792695,-73.912483,OOS,Sanitation Worker Or Vehicle Complaint,Air: Other Air Problem (Use Comments) (Azz),Building (Non-Residential),BROOKLYN
1693761513,40.752924,-74.01566,DOE,Noise - Park,Unauthorized Bus Layover,Curb,MANHATTAN
1723556862,40.596288,-74.17558,HPD,Sidewalk Condition,UNKNOWN,Residential Building/House,STATEN ISLAND
1734362813,40.777353,-73.904211,DEP,Graffiti,Hydrant Defective (Wc2),Commercial Building,Unspecified
1727700078,40.738134,-73.830545,DOHMH,Sewer,Stop,Taxi,MANHATTAN
1726450911,40.703659,-73.816798,DOE,Litter Basket Request,Trash Or Recycling,Sidewalk,BRONX
1675533337,40.696447,-74.201434,OOS,Bike/Roller/Skate Chronic,Waste Left In Front Of Other Residence,3+ Family Mixed Use Building,BROOKLYN
1697144870,40.579236,-74.029113,DOB,Heat/Hot Water,Storage Warehouse,Club/Bar/Restaurant,BRONX
1714526851,40.892046,-74.151253,DOE,Abandoned Vehicle,Investigative Inspection,Yard,BRONX
1697570941,40.634624,-73.72074,DSNY,Root/Sewer/Sidewalk Condition,Noise: Jack Hammering (Nc2),Residential,BROOKLYN
1727446068,40.890312,-73.709116,NYC311-PRD,Emergency Response Team (Ert),Trash,Gutter,STATEN ISLAND
1703840625,40.523718,-74.189546,DOHMH,Food Poisoning,Coin Or Card Did Not Register,Bus Stop Shelter,BRONX
1729194458,40.877973,-73.962937,DSNY,Real Time Enforcement,Investigative Inspection,UNKNOWN,MANHATTAN
1712640698,40.797978,-74.186927,DHS,Street Light Condition,Unsecured Facility,Private School,MANHATTAN
1717607018,40.743876,-74.185324,DOB,Drug Activity,Neglected,Private School,QUEENS
1693049052,40.730461,-74.096772,DEP,Door/Window,Opossum,House And Store,BRONX
1723854737,40.812678,-73.86503,HPD,Noise - Vehicle,Bird,Bus Stop Shelter,BRONX
1672871326,40.876782,-74.113591,DHS,Dead Animal,Food Worker Activity,House Of Worship,BROOKLYN
1683213622,40.661464,-73.824816,HPD,Violation Of Park Rules,Ventilation System,Mobile Food Vendor,BRONX
1717245506,40.715813,-73.906043,DSNY,Bus Stop Shelter Complaint,Street Not Swept,Subway,QUEENS
1706142906,40.774649,-74.068314,DOHMH,Bike Rack,Opossum,Taxi,BRONX
1695792682,40.619699,-74.118859,HPD,Non-Residential Heat,Bare Hands In Contact W/ Food,Curb,MANHATTAN
1697190597,40.753029,-74.108889,HPD,Dirty Condition,Apartment Only,Lobby,STATEN ISLAND
1690856162,40.520751,-74.224323,DEP,Animal-Abuse,Abandoned Bike,Residential,STATEN ISLAND
1694418090,40.668306,-73.952486,HPD,Noise - Street/Sidewalk,Unlicensed,Curb,BROOKLYN
1735257555,40.908021,-73.757665,DEP,Illegal Tree Damage,Pavement,Subway,BROOKLYN
1698678504,40.835677,-74.091565,OOS,Water Leak,Unleashed Dog In Public,Hallway,Unspecified
1675782809,40.687721,-74.248397,HPD,Vendor Enforcement,Sidewalk Zone Blocked,Street/Sidewalk,BRONX
1716537768,40.897478,-74.097051,DSNY,Building/Use,Blocked - Construction,Private School,QUEENS
1679948544,40.524102,-74.192493,HPD,Illegal Parking,Loud Music/Party,Building (Non-Residential),BRONX
1726538567,40.837867,-74.070679,DHS,Water Conservation,Allowed In Smoke Free Area,Street,QUEENS
1694571675,40.590359,-73.975666,HPD,Emergency Response Team (Ert),Laundromat,Park,Unspecified
1708317096,40.582194,-74.146484,DSNY,Illegal Dumping,Ventilation,Residential Building,QUEENS
1721734875,40.801061,-74.109153,HPD,Electric,Fire Escape,Restaurant/Bar/Deli/Bakery,STATEN ISLAND
1679662418,40.83308,-73.827071,DOT,Noise - Park,Roofing,Stairwell,Unspecified
1680884877,40.503035,-73.904751,OOS,Residential Disposal Complaint,Waste Left In Front Of Other Residence,Street/Curbside,QUEENS
1719863629,40.763415,-74.118937,DCWP,Bike/Roller/Skate Chronic,Snow Tracking,Restaurant/Bar/Deli/Bakery,BRONX
1714705542,40.842497,-74.237417,NYC311-PRD,Traffic Signal Condition,Recycling - Metal/Glass/Rigid Plastic,Bus Stop Shelter,QUEENS
1722114624,40.678005,-74.112731,NYPD,Day Care,Illegal. Commercial Use In Resident Zone,OTHER,STATEN ISLAND
1709074651,40.547869,-73.894247,NYPD,Water Conservation,Storage Area Not Provided,Bus Stop Shelter,BROOKLYN
1722057106,40.684748,-74.019757,DOHMH,Water System,Bulky Recycling,Street,BRONX
1702737753,40.918945,-73.777187,DOE,Bus Stop Shelter Placement,Food Contains Foreign Object,Private School,QUEENS
1701723832,40.82894,-73.811943,DCWP,Best/Site Safety,Fire Escape,Business,MANHATTAN
1713369232,40.686381,-74.023789,DPR,Blocked Driveway,Defective Hardware,OTHER,MANHATTAN
1692565037,40.867295,-73.950215,OOS,Litter Basket Request,Sidewalk Collapsed,Park,BRONX
1712484731,40.664197,-74.110154,TLC,Plumbing,"Air: Odor/Fumes, Vehicle Idling (Ad3)",Alley,Unspecified
1719771559,40.611146,-73.869008,HPD,Air Quality,Inappropriate Behavior,Mixed Use,Unspecified
1692728806,40.63073,-73.935694,DHS,Safety,Waste Left In Front Of Residence,Park/Playground,BROOKLYN
1728132470,40.546001,-74.05785,DSNY,Violation Of Park Rules,Steam Pipe/Riser,Restaurant/Bar/Deli/Bakery,Unspecified
1687117991,40.833546,-73.713114,OOS,Sewer,Bbq Outside Authorized Area,Restaurant/Bar/Deli/Bakery,QUEENS
1698746780,40.812075,-73.982663,NYPD,Consumer Complaint,Fixture/Luminaire Hanging,Mixed Use,BROOKLYN
1673495820,40.906293,-74.117665,TLC,Traffic,Illegal Conversion Of Residential Building/Space,School,STATEN ISLAND
1712393511,40.707409,-74.02759,DOHMH,Unleashed Dog,Sewage Leak,Alley,BRONX
1681337934,40.616531,-73.833592,OOS,Mobile Food Vendor,Noise: Private Carting Noise (Nq1),Street/Curbside,BROOKLYN
1701779185,40.59397,-74.226559,OOS,Real Time Enforcement,"Noise, Other Animals (Nr6)",Stairwell,BRONX
1731228937,40.543231,-74.173521,DHS,Maintenance Or Facility,Cave-In,Residential,QUEENS
1684046516,40.586653,-73.75071,NYC311-PRD,Drug Activity,Leak (Use Comments) (Wa2),Commercial Building,QUEENS
1672631268,40.535644,-73.701437,DPR,Day Care,"Noise, Barking Dog (Nr5)",OTHER,MANHATTAN
1706434811,40.528281,-73.756468,DHS,Unsanitary Animal Pvt Property,Noise: Jack Hammering (Nc2),Building (Non-Residential),BROOKLYN
1695061969,40.775388,-74.107023,DHS,Violation Of Park Rules,Other Store (Non-Food),1-2 Family Dwelling,BRONX
1717613897,40.914663,-73.71607,DSNY,Bus Stop Shelter Placement,Drag Racing,Common Area,Unspecified
1724534496,40.856084,-73.895996,DCWP,Asbestos,Curb Defect-Metal Protruding,Mobile Food Vendor,Unspecified
1687498165,40.518097,-73.793496,TLC,Street Light Condition,No Access,School,Unspecified
1693277044,40.507171,-74.00076,DSNY,Traffic,Veh Sgnl Mult Lamps,Park/Playground,BROOKLYN
1688148602,40.547541,-74.207365,DOT,Food Establishment,Underage - Licensed Est,Stairwell,BROOKLYN
1694275442,40.857056,-74.152262,TLC,Street Sign - Dangling,Sewage,Restaurant/Bar/Deli/Bakery,MANHATTAN
1685523133,40.788304,-73.822843,DOE,Noise - Vehicle,Engine Idling,Hallway,QUEENS
1691855682,40.736339,-74.189083,DHS,Violation Of Park Rules,Unlicensed Vendors,Subway,QUEENS
1689555430,40.652814,-73.963496,OOS,Bike Rack,Mailbox,Private School,BROOKLYN
1716134023,40.75684,-73.854739,DOB,Bus Stop Shelter Placement,Cooking Gas,Building (Non-Residential),QUEENS
1723428338,40.912502,-73.857896,DSNY,Appliance,Parking Permit Improper Use,1-2 Family Dwelling,BRONX
1706901994,40.565496,-73.703633,TLC,Snow Or Ice,Inappropriate Behavior,OTHER,QUEENS
1690189262,40.906935,-73.797146,DEP,Cannabis Retailer,Water Supply,Park/Playground,BRONX
1684521016,40.543614,-73.949621,NYPD,Dead/Dying Tree,Graffiti Or Vandalism,1-2 Family Dwelling,Unspecified
1677780518,40.697048,-73.857663,HPD,Food Poisoning,Food Source/Protection,OTHER,Unspecified
1697091240,40.870767,-73.757472,NYPD,Illegal Posting,Signage Missing,Private School,BROOKLYN
1695622759,40.584685,-74.001777,DEP,Broken Parking Meter,Planted Less Than 2 Years Ago,Bus Stop Shelter,Unspecified
1681698605,40.518146,-74.082211,DOHMH,Smoking Or Vaping,Pedestrian Signal,House Of Worship,BRONX
1714966075,40.911395,-74.0056,DOT,Heat/Hot Water,Stoop Line Stand,Commercial Building,BROOKLYN
1672939454,40.519869,-74.178243,DOE,Day Care,Chemical Spill/Release (Ha1),Gutter,QUEENS
1678693771,40.669016,-74.038218,DOB,Door/Window,Tow Truck Company,Common Area,Unspecified
1726197915,40.858062,-73.868415,DEP,Urinating In Public,Snow Tracking,UNKNOWN,STATEN ISLAND
1702859552,40.76329,-74.162082,DEP,Bike Rack,Blocking Sidewalk Or Street,Mobile Food Vendor,BROOKLYN
1713727722,40.567911,-73.836423,DCWP,Water Leak,Sticker Or Decal,Subway,BROOKLYN
1721232331,40.52333,-73.803486,DOT,Residential Disposal Complaint,Fixture/Luminaire Hanging,Business,BRONX
1715121350,40.899504,-73.865879,DEP,Street Sign - Damaged,Working Contrary To Stop Work Order,Apartment,QUEENS
1734301076,40.818971,-73.868635,DOB,Bike/Roller/Skate,Bare Hands In Contact W/ Food,Alley,BRONX
1713656891,40.864729,-74.233014,NYC311-PRD,Traffic,Food Contains Foreign Object,Public/Unfenced Area,BRONX
1675773823,40.844702,-74.147733,DCWP,For Hire Vehicle Complaint,Site Conditions Endangering Workers,OTHER,QUEENS
1732845314,40.675392,-73.80408,NYPD,Heat/Hot Water,"Building - Vacant, Open And Unguarded",3+ Family Apartment Building,BROOKLYN
1709345547,40.853582,-74.052926,DPR,Sidewalk Condition,Street Light Dayburning,Commercial Building,BROOKLYN
1703377327,40.824458,-73.821629,DOB,Violation Of Park Rules,Sidewalk Violation,Commercial Building,Unspecified
1712842686,40.503427,-74.062706,DOB,Dead Animal,Hours Of Operation,House Of Worship,STATEN ISLAND
1709042763,40.728645,-73.739201,DPR,Traffic,No Receipt,Taxi,Unspecified
1720253999,40.682999,-73.995542,OOS,Indoor Air Quality,Hydrant Leaking (Wc1),Mixed Use,BROOKLYN
1710920583,40.648053,-73.922133,DHS,Non-Emergency Police Matter,Sidewalk Collapsed,Building (Non-Residential),MANHATTAN
1700983534,40.599134,-74.209892,TLC,Safety,Work Without A Permit - Occupied Multiple Dwelling,Lobby,MANHATTAN
1718433689,40.599312,-74.000533,HPD,Special Projects Inspection Team (Spit),Trees And Sidewalks Program,Alley,BRONX
1699809484,40.514307,-73.969894,NYC311-PRD,Urinating In Public,Parking Permit Improper Use,Street,Unspecified
1680638750,40.734367,-74.17025,DOB,Root/Sewer/Sidewalk Condition,Use Outside,House Of Worship,Unspecified
1690737336,40.766429,-73.810923,DOE,Maintenance Or Facility,Trash,Mixed Use,STATEN ISLAND
1692934616,40.720608,-73.81816,DOT,Traffic Signal Condition,Stop,Mixed Use,MANHATTAN
1694599173,40.533758,-74.105638,DEP,Residential Disposal Complaint,Lights From Parking Lot Shining On Building,Restaurant/Bar/Deli/Bakery,BROOKLYN
1714199635,40.812034,-74.198822,DHS,Illegal Parking,Veh Sgnl Mult Lamps,3+ Family Mixed Use Building,QUEENS
1676858639,40.592155,-73.815885,DEP,Emergency Response Team (Ert),Elevator - Multiple Devices On Property,Street,BROOKLYN
1702122331,40.669353,-74.095107,DOT,Building/Use,Wiring,Business,BROOKLYN
1721764098,40.752453,-74.072586,DOHMH,Street Sign - Dangling,Street Light Lamp Missing,Club/Bar/Restaurant,MANHATTAN
1721162415,40.739861,-74.188518,DOB,Litter Basket Request,Dead Animal,1-2 Family Dwelling,QUEENS
1725831786,40.696811,-73.898799,NYC311-PRD,Door/Window,Blocked - Construction,UNKNOWN,Unspecified
1703477028,40.735888,-74.117342,HPD,Plumbing,Veh Signal Visor,Curb,MANHATTAN
1699415134,40.734909,-74.161505,NYPD,Mold,Kitchen/Food Prep Area,Curb,STATEN ISLAND
1680317226,40.843028,-74.202033,NYC311-PRD,Unleashed Dog,Street Light Out,Subway,BROOKLYN
1709392308,40.891703,-73.965651,NYC311-PRD,Obstruction,Broken Curb,Stairwell,Unspecified
1686693548,40.871009,-73.852155,DCWP,Litter Basket Request,Elevator - Single Device On Property/No Alternate Service,UNKNOWN,STATEN ISLAND
1692909344,40.723533,-73.733364,DOHMH,Abandoned Vehicle,Letter Grading,3+ Family Apt. Building,QUEENS
1706736737,40.549966,-74.198342,DEP,Elevator,Noise,Business,QUEENS
1706253067,40.640141,-73.826743,NYC311-PRD,Indoor Sewage,Cooking Gas,Alley,QUEENS
1735278776,40.894111,-73.835554,DHS,Sewer,Overnight Commercial Storage,Commercial Building,MANHATTAN
1687987162,40.843569,-73.794489,DOE,Emergency Response Team (Ert),Letter Grading,Residential,MANHATTAN
1678138256,40.797974,-73.777497,HPD,Panhandling,Other Store (Non-Food),OTHER,BROOKLYN
1716183028,40.514689,-74.087171,DOT,Street Sign - Missing,Double Parked Blocking Vehicle,Hallway,STATEN ISLAND
1690105529,40.635007,-74.093845,OOS,Abandoned Bike,"Building - Vacant, Open And Unguarded",Business,Unspecified
1682097454,40.558713,-73.75086,NYC311-PRD,Unsanitary Condition,Rat Or Mouse,Stairwell,MANHATTAN
1710119639,40.542056,-74.206604,DCWP,Homeless Person Assistance,Squirrel,Hallway,BRONX
1709705672,40.74105,-73.910301,DOB,Animal In A Park,Sidewalk,Club/Bar/Restaurant,Unspecified
1734449127,40.57784,-73.858262,DHS,Street Condition,Hyd Valve Box Cover Missing (Wv2),Alley,QUEENS
1701186139,40.671165,-73.819585,DPR,Appliance,Trees And Sidewalks Program,Public/Unfenced Area,STATEN ISLAND
1686059701,40.792631,-74.162603,DHS,Illegal Parking,Unsafe Use Of Playground,Residential,QUEENS
1691978743,40.525353,-73.738348,NYC311-PRD,Abandoned Bike,Snow Tracking,School,QUEENS
1687405964,40.637652,-73.781215,HPD,Sanitation Worker Or Vehicle Complaint,No Receipt,Commercial Building,MANHATTAN
1717225662,40.848238,-74.057479,DCWP,Street Sign - Damaged,Catch Basin Search (Sc2),Club/Bar/Restaurant,BRONX
1687137765,40.652982,-73.745859,DCWP,Bus Stop Shelter Complaint,Cooking Gas,OTHER,BROOKLYN
1689493017,40.78752,-74.140804,NYPD,Elevator,Mold,Residential Building,STATEN ISLAND
1687491185,40.695304,-74.015595,NYC311-PRD,Graffiti,Noise: Jack Hammering (Nc2),Mixed Use,MANHATTAN
1674084012,40.588423,-74.202532,DSNY,Day Care,Defacement,Bus Stop Shelter,BRONX
1714127304,40.805396,-73.749647,DOHMH,Street Sweeping Complaint,Underground,Sidewalk,BROOKLYN
1673811506,40.87369,-74.059148,DOHMH,Drug Activity,Culvert Blocked/Needs Cleaning (Se),Building (Non-Residential),QUEENS
1726938872,40.907022,-73.84518,NYC311-PRD,Traffic Signal Condition,"Rough, Pitted Or Cracked Roads",Mobile Food Vendor,MANHATTAN
1693836859,40.500335,-74.03687,HPD,Flooring/Stairs,Lights From Parking Lot Shining On Building,1-2 Family Dwelling,MANHATTAN
1707637507,40.842886,-73.850003,DCWP,Missed Collection,Controller,Club/Bar/Restaurant,STATEN ISLAND
1706297796,40.618409,-73.931975,DOB,Outside Building,Compost,Street,Unspecified
1710066262,40.806957,-73.858514,DOT,Noise - Commercial,Sign/Awning/Marquee - Illegal/No Permit,Store/Commercial,BRONX
1679122992,40.51308,-73.902164,DOHMH,Traffic,Veh Signal Lens,Commercial Building,STATEN ISLAND
1695667119,40.619741,-74.078598,DOB,Animal-Abuse,Hydrant Knocked Over/Missing (Wc),Commercial Building,Unspecified
1686730016,40.813658,-74.016114,DOE,Taxi Complaint,Bulky Recycling,Residential Building,BROOKLYN
1716345017,40.68697,-73.996723,DHS,Noise,Flyer Or Handbill,Business,BRONX
1675574595,40.86748,-73.887665,TLC,Rodent,Lamppost Knocked Down,3+ Family Mixed Use Building,BROOKLYN
1716158716,40.760625,-73.807855,DCWP,Litter Basket Request,Sidewalk Display,UNKNOWN,BROOKLYN
1712955583,40.88208,-73.989473,DSNY,Noise - House Of Worship,Broken Curb,3+ Family Mixed Use Building,MANHATTAN
1706628248,40.655167,-74.194836,DOHMH,Traffic,Snow Removal Requested,3+ Family Apartment Building,Unspecified
1696626516,40.862998,-74.156138,TLC,Food Establishment,Sewage,Residential Building/House,STATEN ISLAND
1691513020,40.765853,-74.080427,OOS,For Hire Vehicle Complaint,Possible Water Main Break (Use Comments) (Wa1),Building (Non-Residential),MANHATTAN
1672975175,40.785551,-73.777254,OOS,Noise - Park,Paper License Plates,Sidewalk,STATEN ISLAND
1723511543,40.646693,-73.817767,DOHMH,Snow Or Ice,No Certificate Of Occupancy/Illegal/Contrary To Co,UNKNOWN,STATEN ISLAND
1728255487,40.567451,-73.924656,NYC311-PRD,Derelict Vehicles,Outlet/Switch,Yard,STATEN ISLAND
1674822222,40.763992,-74.031119,DSNY,Flooring/Stairs,Tree Alive - In Poor Condition,1-2 Family Dwelling,MANHATTAN
1719442823,40.700629,-74.027914,DOB,Drug Activity,After Hours - Licensed Est,UNKNOWN,Unspecified
1734989713,40.744352,-73.990979,NYC311-PRD,Paint/Plaster,Cabinet,Mixed Use,BRONX
1733200777,40.632067,-73.703239,HPD,Dead Animal,Wiring,Stairwell,MANHATTAN
1681849578,40.696253,-73.730472,DOT,New Tree Request,Outlet/Switch,House Of Worship,BRONX
1701635864,40.641173,-73.821762,DOE,Indoor Sewage,Wall,Private School,QUEENS
1709849052,40.644284,-74.019462,NYC311-PRD,Litter Basket Request,Cabinet,Private School,MANHATTAN
1688424018,40.666769,-73.890818,NYPD,Building/Use,Bulky Recycling,Public/Unfenced Area,STATEN ISLAND
1697315992,40.746815,-74.04566,DHS,For Hire Vehicle Complaint,Blocking Street,Sidewalk,BRONX
1701424629,40.719305,-74.084558,DSNY,Curb Condition,Hydrant Leaking (Wc1),Residential,Unspecified
1689193544,40.61461,-73.843211,DHS,General Construction/Plumbing,Broken Sidewalk,1-2 Family Dwelling,BRONX
1729728669,40.534392,-74.158958,OOS,Non-Residential Heat,Rat Sighting,Common Area,Unspecified
1680415906,40.829678,-73.935613,OOS,Bike Rack,Food Temperature,Alley,BRONX
1678242598,40.537693,-74.178918,OOS,Bike/Roller/Skate Chronic,Supermarket Or Grocery Store,Restaurant/Bar/Deli/Bakery,MANHATTAN
1703916919,40.608447,-73.941946,DOHMH,Sidewalk Condition,Pedestrian Feature,Street/Sidewalk,QUEENS
1679023488,40.917498,-73.771595,DOE,Bus Stop Shelter Placement,Derelict Vehicles,Stairwell,BRONX
1685038024,40.81035,-74.154953,DOHMH,Unsanitary Condition,Unauthorized Tree Removal,Street,BROOKLYN
